;Entidad Federativa;Sexo;Salario;Año;Trimestre
3582;Zacatecas;Hombres;5521.64;2018;Trimestre IV
3583;Zacatecas;Mujeres;4118.45;2018;Trimestre IV
3584;Aguascalientes;Hombres;6991.78;2019;Trimestre I
3585;Aguascalientes;Mujeres;5533.9;2019;Trimestre I
3586;Baja California;Hombres;9315.04;2019;Trimestre I
3587;Baja California;Mujeres;7497.5;2019;Trimestre I
3588;Baja California Sur;Hombres;10453.19;2019;Trimestre I
3589;Baja California Sur;Mujeres;7797.77;2019;Trimestre I
3590;Campeche;Hombres;6251.9;2019;Trimestre I
3591;Campeche;Mujeres;4691.77;2019;Trimestre I
3592;Coahuila de Zaragoza;Hombres;8673.31;2019;Trimestre I
3593;Coahuila de Zaragoza;Mujeres;6246.39;2019;Trimestre I
3594;Colima;Hombres;8216.74;2019;Trimestre I
3595;Colima;Mujeres;5511.81;2019;Trimestre I
3596;Chiapas;Hombres;3469.77;2019;Trimestre I
3597;Chiapas;Mujeres;4074.73;2019;Trimestre I
3598;Chihuahua;Hombres;8964.35;2019;Trimestre I
3599;Chihuahua;Mujeres;7149.68;2019;Trimestre I
3600;Ciudad de México;Hombres;8223.27;2019;Trimestre I
3601;Ciudad de México;Mujeres;6484.01;2019;Trimestre I
3602;Durango;Hombres;6509.32;2019;Trimestre I
3603;Durango;Mujeres;4976.92;2019;Trimestre I
3604;Guanajuato;Hombres;6944.81;2019;Trimestre I
3605;Guanajuato;Mujeres;5162.63;2019;Trimestre I
3606;Guerrero;Hombres;3959.33;2019;Trimestre I
3607;Guerrero;Mujeres;3284.88;2019;Trimestre I
3608;Hidalgo;Hombres;5345.04;2019;Trimestre I
3609;Hidalgo;Mujeres;4189.15;2019;Trimestre I
3610;Jalisco;Hombres;7846.32;2019;Trimestre I
3611;Jalisco;Mujeres;5811.12;2019;Trimestre I
3612;México;Hombres;6412.79;2019;Trimestre I
3613;México;Mujeres;5006.5;2019;Trimestre I
3614;Michoacán de Ocampo;Hombres;6642.37;2019;Trimestre I
3615;Michoacán de Ocampo;Mujeres;4696.11;2019;Trimestre I
3616;Morelos;Hombres;5200.02;2019;Trimestre I
3617;Morelos;Mujeres;3570.21;2019;Trimestre I
3618;Nayarit;Hombres;6852.56;2019;Trimestre I
3619;Nayarit;Mujeres;4674.92;2019;Trimestre I
3620;Nuevo León;Hombres;8977.06;2019;Trimestre I
3621;Nuevo León;Mujeres;6440.96;2019;Trimestre I
3622;Oaxaca;Hombres;4035.45;2019;Trimestre I
3623;Oaxaca;Mujeres;2884.19;2019;Trimestre I
3624;Puebla;Hombres;5570.52;2019;Trimestre I
3625;Puebla;Mujeres;3865.83;2019;Trimestre I
3626;Querétaro;Hombres;8520.05;2019;Trimestre I
3627;Querétaro;Mujeres;6294.39;2019;Trimestre I
3628;Quintana Roo;Hombres;8225.46;2019;Trimestre I
3629;Quintana Roo;Mujeres;6069.03;2019;Trimestre I
3630;San Luis Potosí;Hombres;6036.24;2019;Trimestre I
3631;San Luis Potosí;Mujeres;5371.69;2019;Trimestre I
3632;Sinaloa;Hombres;7706.46;2019;Trimestre I
3633;Sinaloa;Mujeres;5855.57;2019;Trimestre I
3634;Sonora;Hombres;8180.89;2019;Trimestre I
3635;Sonora;Mujeres;6405.63;2019;Trimestre I
3636;Tabasco;Hombres;6142.15;2019;Trimestre I
3637;Tabasco;Mujeres;4642.2;2019;Trimestre I
3638;Tamaulipas;Hombres;7224.21;2019;Trimestre I
3639;Tamaulipas;Mujeres;5679.84;2019;Trimestre I
3640;Tlaxcala;Hombres;5097.44;2019;Trimestre I
3641;Tlaxcala;Mujeres;3535.58;2019;Trimestre I
3642;Veracruz de Ignacio de la Llave;Hombres;5288.49;2019;Trimestre I
3643;Veracruz de Ignacio de la Llave;Mujeres;3949.7;2019;Trimestre I
3644;Yucatán;Hombres;6432.22;2019;Trimestre I
3645;Yucatán;Mujeres;4354.34;2019;Trimestre I
3646;Zacatecas;Hombres;5897.16;2019;Trimestre I
3647;Zacatecas;Mujeres;4501.02;2019;Trimestre I
3648;Aguascalientes;Hombres;7086.87;2019;Trimestre II
3649;Aguascalientes;Mujeres;5427.8;2019;Trimestre II
3650;Baja California;Hombres;9174.02;2019;Trimestre II
3651;Baja California;Mujeres;7395.07;2019;Trimestre II
3652;Baja California Sur;Hombres;10483.24;2019;Trimestre II
3653;Baja California Sur;Mujeres;8613.62;2019;Trimestre II
3654;Campeche;Hombres;6486.4;2019;Trimestre II
3655;Campeche;Mujeres;4858.43;2019;Trimestre II
3656;Coahuila de Zaragoza;Hombres;8729.96;2019;Trimestre II
3657;Coahuila de Zaragoza;Mujeres;6724.5;2019;Trimestre II
3658;Colima;Hombres;8211.48;2019;Trimestre II
3659;Colima;Mujeres;5657.96;2019;Trimestre II
3660;Chiapas;Hombres;3320.73;2019;Trimestre II
3661;Chiapas;Mujeres;3603.92;2019;Trimestre II
3662;Chihuahua;Hombres;9083.77;2019;Trimestre II
3663;Chihuahua;Mujeres;6892.56;2019;Trimestre II
3664;Ciudad de México;Hombres;8240.99;2019;Trimestre II
3665;Ciudad de México;Mujeres;6498.43;2019;Trimestre II
3666;Durango;Hombres;6948.72;2019;Trimestre II
3667;Durango;Mujeres;5149.35;2019;Trimestre II
3668;Guanajuato;Hombres;6959.86;2019;Trimestre II
3669;Guanajuato;Mujeres;5098.9;2019;Trimestre II
3670;Guerrero;Hombres;3715.01;2019;Trimestre II
3671;Guerrero;Mujeres;3310.16;2019;Trimestre II
3672;Hidalgo;Hombres;5415.15;2019;Trimestre II
3673;Hidalgo;Mujeres;3894.8;2019;Trimestre II
3674;Jalisco;Hombres;8025.89;2019;Trimestre II
3675;Jalisco;Mujeres;6029.24;2019;Trimestre II
3676;México;Hombres;6357.75;2019;Trimestre II
3677;México;Mujeres;4913.39;2019;Trimestre II
3678;Michoacán de Ocampo;Hombres;6023.36;2019;Trimestre II
3679;Michoacán de Ocampo;Mujeres;4576.12;2019;Trimestre II
3680;Morelos;Hombres;5133.08;2019;Trimestre II
3681;Morelos;Mujeres;3680.72;2019;Trimestre II
3682;Nayarit;Hombres;6753.54;2019;Trimestre II
3683;Nayarit;Mujeres;4802.45;2019;Trimestre II
3684;Nuevo León;Hombres;9452.67;2019;Trimestre II
3685;Nuevo León;Mujeres;6995.1;2019;Trimestre II
3686;Oaxaca;Hombres;3761.57;2019;Trimestre II
3687;Oaxaca;Mujeres;2881.15;2019;Trimestre II
3688;Puebla;Hombres;5419.87;2019;Trimestre II
3689;Puebla;Mujeres;3794.67;2019;Trimestre II
3690;Querétaro;Hombres;8325.61;2019;Trimestre II
3691;Querétaro;Mujeres;6394.28;2019;Trimestre II
3692;Quintana Roo;Hombres;7961.54;2019;Trimestre II
3693;Quintana Roo;Mujeres;6404.9;2019;Trimestre II
3694;San Luis Potosí;Hombres;6044.51;2019;Trimestre II
3695;San Luis Potosí;Mujeres;5010.2;2019;Trimestre II
3696;Sinaloa;Hombres;7660.18;2019;Trimestre II
3697;Sinaloa;Mujeres;5838.05;2019;Trimestre II
3698;Sonora;Hombres;8249.09;2019;Trimestre II
3699;Sonora;Mujeres;6209.94;2019;Trimestre II
3700;Tabasco;Hombres;6082.38;2019;Trimestre II
3701;Tabasco;Mujeres;4426.68;2019;Trimestre II
3702;Tamaulipas;Hombres;7554.59;2019;Trimestre II
3703;Tamaulipas;Mujeres;5805.49;2019;Trimestre II
3704;Tlaxcala;Hombres;5130.44;2019;Trimestre II
3705;Tlaxcala;Mujeres;3789.62;2019;Trimestre II
3706;Veracruz de Ignacio de la Llave;Hombres;5100.4;2019;Trimestre II
3707;Veracruz de Ignacio de la Llave;Mujeres;4330.39;2019;Trimestre II
3708;Yucatán;Hombres;6523.43;2019;Trimestre II
3709;Yucatán;Mujeres;4562.13;2019;Trimestre II
3710;Zacatecas;Hombres;5977.08;2019;Trimestre II
3711;Zacatecas;Mujeres;4228.85;2019;Trimestre II
3712;Aguascalientes;Hombres;7749.58;2019;Trimestre III
3713;Aguascalientes;Mujeres;5792.98;2019;Trimestre III
3714;Baja California;Hombres;9422.03;2019;Trimestre III
3715;Baja California;Mujeres;7419.4;2019;Trimestre III
3716;Baja California Sur;Hombres;9895.84;2019;Trimestre III
3717;Baja California Sur;Mujeres;7986.73;2019;Trimestre III
3718;Campeche;Hombres;6479.84;2019;Trimestre III
3719;Campeche;Mujeres;4985.5;2019;Trimestre III
3720;Coahuila de Zaragoza;Hombres;8921.39;2019;Trimestre III
3721;Coahuila de Zaragoza;Mujeres;6819.6;2019;Trimestre III
3722;Colima;Hombres;8273.09;2019;Trimestre III
3723;Colima;Mujeres;5621.2;2019;Trimestre III
3724;Chiapas;Hombres;3278.61;2019;Trimestre III
3725;Chiapas;Mujeres;3706.72;2019;Trimestre III
3726;Chihuahua;Hombres;8868.98;2019;Trimestre III
3727;Chihuahua;Mujeres;6903.85;2019;Trimestre III
3728;Ciudad de México;Hombres;7822.36;2019;Trimestre III
3729;Ciudad de México;Mujeres;6474.59;2019;Trimestre III
3730;Durango;Hombres;6811.31;2019;Trimestre III
3731;Durango;Mujeres;5114.21;2019;Trimestre III
3732;Guanajuato;Hombres;6818.46;2019;Trimestre III
3733;Guanajuato;Mujeres;5063.86;2019;Trimestre III
3734;Guerrero;Hombres;3641.19;2019;Trimestre III
3735;Guerrero;Mujeres;3351.95;2019;Trimestre III
3736;Hidalgo;Hombres;5184.95;2019;Trimestre III
3737;Hidalgo;Mujeres;3737.64;2019;Trimestre III
3738;Jalisco;Hombres;7791.84;2019;Trimestre III
3739;Jalisco;Mujeres;5837.59;2019;Trimestre III
3740;México;Hombres;6265.45;2019;Trimestre III
3741;México;Mujeres;4717.36;2019;Trimestre III
3742;Michoacán de Ocampo;Hombres;6339.07;2019;Trimestre III
3743;Michoacán de Ocampo;Mujeres;4685.66;2019;Trimestre III
3744;Morelos;Hombres;5262.92;2019;Trimestre III
3745;Morelos;Mujeres;3923.71;2019;Trimestre III
3746;Nayarit;Hombres;6625.47;2019;Trimestre III
3747;Nayarit;Mujeres;4712.27;2019;Trimestre III
3748;Nuevo León;Hombres;9537.13;2019;Trimestre III
3749;Nuevo León;Mujeres;7101.0;2019;Trimestre III
3750;Oaxaca;Hombres;3747.3;2019;Trimestre III
3751;Oaxaca;Mujeres;2858.8;2019;Trimestre III
3752;Puebla;Hombres;5461.05;2019;Trimestre III
3753;Puebla;Mujeres;3819.69;2019;Trimestre III
3754;Querétaro;Hombres;8039.51;2019;Trimestre III
3755;Querétaro;Mujeres;6137.5;2019;Trimestre III
3756;Quintana Roo;Hombres;7942.07;2019;Trimestre III
3757;Quintana Roo;Mujeres;6611.08;2019;Trimestre III
3758;San Luis Potosí;Hombres;6189.81;2019;Trimestre III
3759;San Luis Potosí;Mujeres;4981.78;2019;Trimestre III
3760;Sinaloa;Hombres;7930.06;2019;Trimestre III
3761;Sinaloa;Mujeres;6026.41;2019;Trimestre III
3762;Sonora;Hombres;8479.16;2019;Trimestre III
3763;Sonora;Mujeres;6512.9;2019;Trimestre III
3764;Tabasco;Hombres;6088.98;2019;Trimestre III
3765;Tabasco;Mujeres;4378.3;2019;Trimestre III
3766;Tamaulipas;Hombres;7435.9;2019;Trimestre III
3767;Tamaulipas;Mujeres;5636.84;2019;Trimestre III
3768;Tlaxcala;Hombres;5143.22;2019;Trimestre III
3769;Tlaxcala;Mujeres;3792.42;2019;Trimestre III
3770;Veracruz de Ignacio de la Llave;Hombres;4868.29;2019;Trimestre III
3771;Veracruz de Ignacio de la Llave;Mujeres;3992.45;2019;Trimestre III
3772;Yucatán;Hombres;6675.43;2019;Trimestre III
3773;Yucatán;Mujeres;4584.83;2019;Trimestre III
3774;Zacatecas;Hombres;5683.1;2019;Trimestre III
3775;Zacatecas;Mujeres;4147.74;2019;Trimestre III
3776;Aguascalientes;Hombres;7422.62;2019;Trimestre IV
3777;Aguascalientes;Mujeres;5609.64;2019;Trimestre IV
3778;Baja California;Hombres;9053.83;2019;Trimestre IV
3779;Baja California;Mujeres;7164.12;2019;Trimestre IV
3780;Baja California Sur;Hombres;9983.12;2019;Trimestre IV
3781;Baja California Sur;Mujeres;7733.91;2019;Trimestre IV
3782;Campeche;Hombres;6369.7;2019;Trimestre IV
3783;Campeche;Mujeres;4694.1;2019;Trimestre IV
3784;Coahuila de Zaragoza;Hombres;8763.65;2019;Trimestre IV
3785;Coahuila de Zaragoza;Mujeres;6560.13;2019;Trimestre IV
3786;Colima;Hombres;8224.53;2019;Trimestre IV
3787;Colima;Mujeres;5576.64;2019;Trimestre IV
3788;Chiapas;Hombres;3532.81;2019;Trimestre IV
3789;Chiapas;Mujeres;3890.53;2019;Trimestre IV
3790;Chihuahua;Hombres;8819.61;2019;Trimestre IV
3791;Chihuahua;Mujeres;7018.84;2019;Trimestre IV
3792;Ciudad de México;Hombres;7992.68;2019;Trimestre IV
3793;Ciudad de México;Mujeres;6419.02;2019;Trimestre IV
3794;Durango;Hombres;6742.71;2019;Trimestre IV
3795;Durango;Mujeres;5097.55;2019;Trimestre IV
3796;Guanajuato;Hombres;6880.71;2019;Trimestre IV
3797;Guanajuato;Mujeres;4962.55;2019;Trimestre IV
3798;Guerrero;Hombres;3745.23;2019;Trimestre IV
3799;Guerrero;Mujeres;3383.8;2019;Trimestre IV
3800;Hidalgo;Hombres;5308.57;2019;Trimestre IV
3801;Hidalgo;Mujeres;3858.66;2019;Trimestre IV
3802;Jalisco;Hombres;7976.39;2019;Trimestre IV
3803;Jalisco;Mujeres;6039.2;2019;Trimestre IV
3804;México;Hombres;6382.26;2019;Trimestre IV
3805;México;Mujeres;4790.27;2019;Trimestre IV
3806;Michoacán de Ocampo;Hombres;6260.18;2019;Trimestre IV
3807;Michoacán de Ocampo;Mujeres;4706.23;2019;Trimestre IV
3808;Morelos;Hombres;5056.98;2019;Trimestre IV
3809;Morelos;Mujeres;3675.66;2019;Trimestre IV
3810;Nayarit;Hombres;6680.77;2019;Trimestre IV
3811;Nayarit;Mujeres;4826.05;2019;Trimestre IV
3812;Nuevo León;Hombres;9832.07;2019;Trimestre IV
3813;Nuevo León;Mujeres;7007.73;2019;Trimestre IV
3814;Oaxaca;Hombres;3773.11;2019;Trimestre IV
3815;Oaxaca;Mujeres;2771.65;2019;Trimestre IV
3816;Puebla;Hombres;5710.95;2019;Trimestre IV
3817;Puebla;Mujeres;3933.05;2019;Trimestre IV
3818;Querétaro;Hombres;8347.61;2019;Trimestre IV
3819;Querétaro;Mujeres;6128.19;2019;Trimestre IV
3820;Quintana Roo;Hombres;8009.43;2019;Trimestre IV
3821;Quintana Roo;Mujeres;6413.8;2019;Trimestre IV
3822;San Luis Potosí;Hombres;6148.88;2019;Trimestre IV
3823;San Luis Potosí;Mujeres;5181.09;2019;Trimestre IV
3824;Sinaloa;Hombres;7971.28;2019;Trimestre IV
3825;Sinaloa;Mujeres;5932.53;2019;Trimestre IV
3826;Sonora;Hombres;8077.98;2019;Trimestre IV
3827;Sonora;Mujeres;6413.21;2019;Trimestre IV
3828;Tabasco;Hombres;6104.25;2019;Trimestre IV
3829;Tabasco;Mujeres;4750.21;2019;Trimestre IV
3830;Tamaulipas;Hombres;7369.18;2019;Trimestre IV
3831;Tamaulipas;Mujeres;5668.98;2019;Trimestre IV
3832;Tlaxcala;Hombres;5382.43;2019;Trimestre IV
3833;Tlaxcala;Mujeres;3898.81;2019;Trimestre IV
3834;Veracruz de Ignacio de la Llave;Hombres;4982.12;2019;Trimestre IV
3835;Veracruz de Ignacio de la Llave;Mujeres;4066.74;2019;Trimestre IV
3836;Yucatán;Hombres;6596.0;2019;Trimestre IV
3837;Yucatán;Mujeres;4699.81;2019;Trimestre IV
3838;Zacatecas;Hombres;5541.64;2019;Trimestre IV
3839;Zacatecas;Mujeres;4228.46;2019;Trimestre IV
3840;Aguascalientes;Hombres;7955.51;2020;Trimestre I
3841;Aguascalientes;Mujeres;5955.31;2020;Trimestre I
3842;Baja California;Hombres;9221.81;2020;Trimestre I
3843;Baja California;Mujeres;7853.61;2020;Trimestre I
3844;Baja California Sur;Hombres;10312.7;2020;Trimestre I
3845;Baja California Sur;Mujeres;8071.59;2020;Trimestre I
3846;Campeche;Hombres;6575.83;2020;Trimestre I
3847;Campeche;Mujeres;4773.97;2020;Trimestre I
3848;Coahuila de Zaragoza;Hombres;9020.81;2020;Trimestre I
3849;Coahuila de Zaragoza;Mujeres;6857.64;2020;Trimestre I
3850;Colima;Hombres;8244.03;2020;Trimestre I
3851;Colima;Mujeres;5727.91;2020;Trimestre I
3852;Chiapas;Hombres;3639.73;2020;Trimestre I
3853;Chiapas;Mujeres;4102.9;2020;Trimestre I
3854;Chihuahua;Hombres;9283.3;2020;Trimestre I
3855;Chihuahua;Mujeres;7251.44;2020;Trimestre I
3856;Ciudad de México;Hombres;9242.81;2020;Trimestre I
3857;Ciudad de México;Mujeres;7359.15;2020;Trimestre I
3858;Durango;Hombres;6959.96;2020;Trimestre I
3859;Durango;Mujeres;5316.77;2020;Trimestre I
3860;Guanajuato;Hombres;7072.23;2020;Trimestre I
3861;Guanajuato;Mujeres;5301.08;2020;Trimestre I
3862;Guerrero;Hombres;4361.29;2020;Trimestre I
3863;Guerrero;Mujeres;3601.75;2020;Trimestre I
3864;Hidalgo;Hombres;5523.72;2020;Trimestre I
3865;Hidalgo;Mujeres;4126.45;2020;Trimestre I
3866;Jalisco;Hombres;8597.02;2020;Trimestre I
3867;Jalisco;Mujeres;6149.55;2020;Trimestre I
3868;México;Hombres;6677.62;2020;Trimestre I
3869;México;Mujeres;5163.37;2020;Trimestre I
3870;Michoacán de Ocampo;Hombres;6674.27;2020;Trimestre I
3871;Michoacán de Ocampo;Mujeres;5064.54;2020;Trimestre I
3872;Morelos;Hombres;5466.98;2020;Trimestre I
3873;Morelos;Mujeres;4084.53;2020;Trimestre I
3874;Nayarit;Hombres;7048.04;2020;Trimestre I
3875;Nayarit;Mujeres;5265.0;2020;Trimestre I
3876;Nuevo León;Hombres;10263.97;2020;Trimestre I
3877;Nuevo León;Mujeres;7396.45;2020;Trimestre I
3878;Oaxaca;Hombres;4177.55;2020;Trimestre I
3879;Oaxaca;Mujeres;3223.93;2020;Trimestre I
3880;Puebla;Hombres;6036.97;2020;Trimestre I
3881;Puebla;Mujeres;4128.33;2020;Trimestre I
3882;Querétaro;Hombres;8363.3;2020;Trimestre I
3883;Querétaro;Mujeres;6514.15;2020;Trimestre I
3884;Quintana Roo;Hombres;7901.36;2020;Trimestre I
3885;Quintana Roo;Mujeres;6526.12;2020;Trimestre I
3886;San Luis Potosí;Hombres;6623.07;2020;Trimestre I
3887;San Luis Potosí;Mujeres;5272.33;2020;Trimestre I
3888;Sinaloa;Hombres;7939.99;2020;Trimestre I
3889;Sinaloa;Mujeres;6106.65;2020;Trimestre I
3890;Sonora;Hombres;8271.49;2020;Trimestre I
3891;Sonora;Mujeres;6376.47;2020;Trimestre I
3892;Tabasco;Hombres;6423.34;2020;Trimestre I
3893;Tabasco;Mujeres;4999.63;2020;Trimestre I
3894;Tamaulipas;Hombres;7585.91;2020;Trimestre I
3895;Tamaulipas;Mujeres;5637.55;2020;Trimestre I
3896;Tlaxcala;Hombres;5267.52;2020;Trimestre I
3897;Tlaxcala;Mujeres;4055.64;2020;Trimestre I
3898;Veracruz de Ignacio de la Llave;Hombres;5342.64;2020;Trimestre I
3899;Veracruz de Ignacio de la Llave;Mujeres;4312.69;2020;Trimestre I
3900;Yucatán;Hombres;6778.73;2020;Trimestre I
3901;Yucatán;Mujeres;4587.29;2020;Trimestre I
3902;Zacatecas;Hombres;5884.3;2020;Trimestre I
3903;Zacatecas;Mujeres;4723.67;2020;Trimestre I
3904;Aguascalientes;Hombres;0.0;2020;Trimestre II
3905;Aguascalientes;Mujeres;0.0;2020;Trimestre II
3906;Baja California;Hombres;0.0;2020;Trimestre II
3907;Baja California;Mujeres;0.0;2020;Trimestre II
3908;Baja California Sur;Hombres;0.0;2020;Trimestre II
3909;Baja California Sur;Mujeres;0.0;2020;Trimestre II
3910;Campeche;Hombres;0.0;2020;Trimestre II
3911;Campeche;Mujeres;0.0;2020;Trimestre II
3912;Coahuila de Zaragoza;Hombres;0.0;2020;Trimestre II
3913;Coahuila de Zaragoza;Mujeres;0.0;2020;Trimestre II
3914;Colima;Hombres;0.0;2020;Trimestre II
3915;Colima;Mujeres;0.0;2020;Trimestre II
3916;Chiapas;Hombres;0.0;2020;Trimestre II
3917;Chiapas;Mujeres;0.0;2020;Trimestre II
3918;Chihuahua;Hombres;0.0;2020;Trimestre II
3919;Chihuahua;Mujeres;0.0;2020;Trimestre II
3920;Ciudad de México;Hombres;0.0;2020;Trimestre II
3921;Ciudad de México;Mujeres;0.0;2020;Trimestre II
3922;Durango;Hombres;0.0;2020;Trimestre II
3923;Durango;Mujeres;0.0;2020;Trimestre II
3924;Guanajuato;Hombres;0.0;2020;Trimestre II
3925;Guanajuato;Mujeres;0.0;2020;Trimestre II
3926;Guerrero;Hombres;0.0;2020;Trimestre II
3927;Guerrero;Mujeres;0.0;2020;Trimestre II
3928;Hidalgo;Hombres;0.0;2020;Trimestre II
3929;Hidalgo;Mujeres;0.0;2020;Trimestre II
3930;Jalisco;Hombres;0.0;2020;Trimestre II
3931;Jalisco;Mujeres;0.0;2020;Trimestre II
3932;México;Hombres;0.0;2020;Trimestre II
3933;México;Mujeres;0.0;2020;Trimestre II
3934;Michoacán de Ocampo;Hombres;0.0;2020;Trimestre II
3935;Michoacán de Ocampo;Mujeres;0.0;2020;Trimestre II
3936;Morelos;Hombres;0.0;2020;Trimestre II
3937;Morelos;Mujeres;0.0;2020;Trimestre II
3938;Nayarit;Hombres;0.0;2020;Trimestre II
3939;Nayarit;Mujeres;0.0;2020;Trimestre II
3940;Nuevo León;Hombres;0.0;2020;Trimestre II
3941;Nuevo León;Mujeres;0.0;2020;Trimestre II
3942;Oaxaca;Hombres;0.0;2020;Trimestre II
3943;Oaxaca;Mujeres;0.0;2020;Trimestre II
3944;Puebla;Hombres;0.0;2020;Trimestre II
3945;Puebla;Mujeres;0.0;2020;Trimestre II
3946;Querétaro;Hombres;0.0;2020;Trimestre II
3947;Querétaro;Mujeres;0.0;2020;Trimestre II
3948;Quintana Roo;Hombres;0.0;2020;Trimestre II
3949;Quintana Roo;Mujeres;0.0;2020;Trimestre II
3950;San Luis Potosí;Hombres;0.0;2020;Trimestre II
3951;San Luis Potosí;Mujeres;0.0;2020;Trimestre II
3952;Sinaloa;Hombres;0.0;2020;Trimestre II
3953;Sinaloa;Mujeres;0.0;2020;Trimestre II
3954;Sonora;Hombres;0.0;2020;Trimestre II
3955;Sonora;Mujeres;0.0;2020;Trimestre II
3956;Tabasco;Hombres;0.0;2020;Trimestre II
3957;Tabasco;Mujeres;0.0;2020;Trimestre II
3958;Tamaulipas;Hombres;0.0;2020;Trimestre II
3959;Tamaulipas;Mujeres;0.0;2020;Trimestre II
3960;Tlaxcala;Hombres;0.0;2020;Trimestre II
3961;Tlaxcala;Mujeres;0.0;2020;Trimestre II
3962;Veracruz de Ignacio de la Llave;Hombres;0.0;2020;Trimestre II
3963;Veracruz de Ignacio de la Llave;Mujeres;0.0;2020;Trimestre II
3964;Yucatán;Hombres;0.0;2020;Trimestre II
3965;Yucatán;Mujeres;0.0;2020;Trimestre II
3966;Zacatecas;Hombres;0.0;2020;Trimestre II
3967;Zacatecas;Mujeres;0.0;2020;Trimestre II
3968;Aguascalientes;Hombres;7737.31;2020;Trimestre III
3969;Aguascalientes;Mujeres;6327.75;2020;Trimestre III
3970;Baja California;Hombres;9145.19;2020;Trimestre III
3971;Baja California;Mujeres;7381.61;2020;Trimestre III
3972;Baja California Sur;Hombres;9881.47;2020;Trimestre III
3973;Baja California Sur;Mujeres;7247.25;2020;Trimestre III
3974;Campeche;Hombres;5908.99;2020;Trimestre III
3975;Campeche;Mujeres;4931.39;2020;Trimestre III
3976;Coahuila de Zaragoza;Hombres;8725.75;2020;Trimestre III
3977;Coahuila de Zaragoza;Mujeres;6779.52;2020;Trimestre III
3978;Colima;Hombres;7748.24;2020;Trimestre III
3979;Colima;Mujeres;5705.51;2020;Trimestre III
3980;Chiapas;Hombres;3455.93;2020;Trimestre III
3981;Chiapas;Mujeres;3949.7;2020;Trimestre III
3982;Chihuahua;Hombres;9130.27;2020;Trimestre III
3983;Chihuahua;Mujeres;7168.3;2020;Trimestre III
3984;Ciudad de México;Hombres;7813.01;2020;Trimestre III
3985;Ciudad de México;Mujeres;7304.46;2020;Trimestre III
3986;Durango;Hombres;6411.88;2020;Trimestre III
3987;Durango;Mujeres;5722.39;2020;Trimestre III
3988;Guanajuato;Hombres;6513.73;2020;Trimestre III
3989;Guanajuato;Mujeres;5108.01;2020;Trimestre III
3990;Guerrero;Hombres;3701.55;2020;Trimestre III
3991;Guerrero;Mujeres;3136.45;2020;Trimestre III
3992;Hidalgo;Hombres;4977.04;2020;Trimestre III
3993;Hidalgo;Mujeres;3722.73;2020;Trimestre III
3994;Jalisco;Hombres;8231.43;2020;Trimestre III
3995;Jalisco;Mujeres;6338.45;2020;Trimestre III
3996;México;Hombres;6449.91;2020;Trimestre III
3997;México;Mujeres;5240.73;2020;Trimestre III
3998;Michoacán de Ocampo;Hombres;6621.09;2020;Trimestre III
3999;Michoacán de Ocampo;Mujeres;5238.16;2020;Trimestre III
4000;Morelos;Hombres;5286.05;2020;Trimestre III
4001;Morelos;Mujeres;3956.02;2020;Trimestre III
4002;Nayarit;Hombres;7103.86;2020;Trimestre III
4003;Nayarit;Mujeres;5522.37;2020;Trimestre III
4004;Nuevo León;Hombres;9397.32;2020;Trimestre III
4005;Nuevo León;Mujeres;7616.88;2020;Trimestre III
4006;Oaxaca;Hombres;3937.49;2020;Trimestre III
4007;Oaxaca;Mujeres;3407.84;2020;Trimestre III
4008;Puebla;Hombres;4813.11;2020;Trimestre III
4009;Puebla;Mujeres;4297.45;2020;Trimestre III
4010;Querétaro;Hombres;8090.86;2020;Trimestre III
4011;Querétaro;Mujeres;6704.54;2020;Trimestre III
4012;Quintana Roo;Hombres;6686.34;2020;Trimestre III
4013;Quintana Roo;Mujeres;6082.28;2020;Trimestre III
4014;San Luis Potosí;Hombres;6024.87;2020;Trimestre III
4015;San Luis Potosí;Mujeres;5235.57;2020;Trimestre III
4016;Sinaloa;Hombres;7278.43;2020;Trimestre III
4017;Sinaloa;Mujeres;6772.04;2020;Trimestre III
4018;Sonora;Hombres;8220.88;2020;Trimestre III
4019;Sonora;Mujeres;6500.85;2020;Trimestre III
4020;Tabasco;Hombres;5738.68;2020;Trimestre III
4021;Tabasco;Mujeres;5265.22;2020;Trimestre III
4022;Tamaulipas;Hombres;7455.13;2020;Trimestre III
4023;Tamaulipas;Mujeres;6049.58;2020;Trimestre III
4024;Tlaxcala;Hombres;5083.99;2020;Trimestre III
4025;Tlaxcala;Mujeres;3968.83;2020;Trimestre III
4026;Veracruz de Ignacio de la Llave;Hombres;5242.94;2020;Trimestre III
4027;Veracruz de Ignacio de la Llave;Mujeres;5024.91;2020;Trimestre III
4028;Yucatán;Hombres;6728.51;2020;Trimestre III
4029;Yucatán;Mujeres;4861.15;2020;Trimestre III
4030;Zacatecas;Hombres;5658.8;2020;Trimestre III
4031;Zacatecas;Mujeres;4860.35;2020;Trimestre III
4032;Aguascalientes;Hombres;7977.81;2020;Trimestre IV
4033;Aguascalientes;Mujeres;6184.87;2020;Trimestre IV
4034;Baja California;Hombres;9222.42;2020;Trimestre IV
4035;Baja California;Mujeres;7237.75;2020;Trimestre IV
4036;Baja California Sur;Hombres;10168.66;2020;Trimestre IV
4037;Baja California Sur;Mujeres;7443.0;2020;Trimestre IV
4038;Campeche;Hombres;6443.3;2020;Trimestre IV
