;Entidad Federativa;Sexo;Salario;Año;Trimestre
1230;Chihuahua;Hombres;7624.29;2009;Trimestre IV
1231;Chihuahua;Mujeres;6907.79;2009;Trimestre IV
1232;Ciudad de México;Hombres;8740.09;2009;Trimestre IV
1233;Ciudad de México;Mujeres;6913.67;2009;Trimestre IV
1234;Durango;Hombres;5814.16;2009;Trimestre IV
1235;Durango;Mujeres;4881.02;2009;Trimestre IV
1236;Guanajuato;Hombres;6061.98;2009;Trimestre IV
1237;Guanajuato;Mujeres;4373.86;2009;Trimestre IV
1238;Guerrero;Hombres;3761.43;2009;Trimestre IV
1239;Guerrero;Mujeres;3461.82;2009;Trimestre IV
1240;Hidalgo;Hombres;5647.63;2009;Trimestre IV
1241;Hidalgo;Mujeres;4121.21;2009;Trimestre IV
1242;Jalisco;Hombres;7612.69;2009;Trimestre IV
1243;Jalisco;Mujeres;4872.3;2009;Trimestre IV
1244;México;Hombres;6809.96;2009;Trimestre IV
1245;México;Mujeres;5075.84;2009;Trimestre IV
1246;Michoacán de Ocampo;Hombres;6094.77;2009;Trimestre IV
1247;Michoacán de Ocampo;Mujeres;4522.13;2009;Trimestre IV
1248;Morelos;Hombres;5851.71;2009;Trimestre IV
1249;Morelos;Mujeres;4231.79;2009;Trimestre IV
1250;Nayarit;Hombres;6668.58;2009;Trimestre IV
1251;Nayarit;Mujeres;4954.94;2009;Trimestre IV
1252;Nuevo León;Hombres;9506.79;2009;Trimestre IV
1253;Nuevo León;Mujeres;6764.02;2009;Trimestre IV
1254;Oaxaca;Hombres;3680.96;2009;Trimestre IV
1255;Oaxaca;Mujeres;3055.29;2009;Trimestre IV
1256;Puebla;Hombres;5007.71;2009;Trimestre IV
1257;Puebla;Mujeres;3542.15;2009;Trimestre IV
1258;Querétaro;Hombres;7449.9;2009;Trimestre IV
1259;Querétaro;Mujeres;5260.97;2009;Trimestre IV
1260;Quintana Roo;Hombres;8391.59;2009;Trimestre IV
1261;Quintana Roo;Mujeres;6278.18;2009;Trimestre IV
1262;San Luis Potosí;Hombres;5588.16;2009;Trimestre IV
1263;San Luis Potosí;Mujeres;4512.85;2009;Trimestre IV
1264;Sinaloa;Hombres;7822.47;2009;Trimestre IV
1265;Sinaloa;Mujeres;5762.93;2009;Trimestre IV
1266;Sonora;Hombres;8088.37;2009;Trimestre IV
1267;Sonora;Mujeres;6021.97;2009;Trimestre IV
1268;Tabasco;Hombres;7367.97;2009;Trimestre IV
1269;Tabasco;Mujeres;5774.33;2009;Trimestre IV
1270;Tamaulipas;Hombres;7904.01;2009;Trimestre IV
1271;Tamaulipas;Mujeres;5989.69;2009;Trimestre IV
1272;Tlaxcala;Hombres;4772.94;2009;Trimestre IV
1273;Tlaxcala;Mujeres;3623.45;2009;Trimestre IV
1274;Veracruz de Ignacio de la Llave;Hombres;5772.89;2009;Trimestre IV
1275;Veracruz de Ignacio de la Llave;Mujeres;4472.8;2009;Trimestre IV
1276;Yucatán;Hombres;6086.03;2009;Trimestre IV
1277;Yucatán;Mujeres;4124.39;2009;Trimestre IV
1278;Zacatecas;Hombres;5027.99;2009;Trimestre IV
1279;Zacatecas;Mujeres;3771.02;2009;Trimestre IV
1280;Aguascalientes;Hombres;7631.37;2010;Trimestre I
1281;Aguascalientes;Mujeres;5648.67;2010;Trimestre I
1282;Baja California;Hombres;9627.07;2010;Trimestre I
1283;Baja California;Mujeres;7605.45;2010;Trimestre I
1284;Baja California Sur;Hombres;9835.0;2010;Trimestre I
1285;Baja California Sur;Mujeres;7630.3;2010;Trimestre I
1286;Campeche;Hombres;6878.34;2010;Trimestre I
1287;Campeche;Mujeres;5141.0;2010;Trimestre I
1288;Coahuila de Zaragoza;Hombres;7704.33;2010;Trimestre I
1289;Coahuila de Zaragoza;Mujeres;5908.23;2010;Trimestre I
1290;Colima;Hombres;8301.56;2010;Trimestre I
1291;Colima;Mujeres;5558.81;2010;Trimestre I
1292;Chiapas;Hombres;3695.64;2010;Trimestre I
1293;Chiapas;Mujeres;3665.4;2010;Trimestre I
1294;Chihuahua;Hombres;7990.36;2010;Trimestre I
1295;Chihuahua;Mujeres;6708.82;2010;Trimestre I
1296;Ciudad de México;Hombres;9005.99;2010;Trimestre I
1297;Ciudad de México;Mujeres;6959.28;2010;Trimestre I
1298;Durango;Hombres;6172.14;2010;Trimestre I
1299;Durango;Mujeres;5115.12;2010;Trimestre I
1300;Guanajuato;Hombres;6175.36;2010;Trimestre I
1301;Guanajuato;Mujeres;4278.7;2010;Trimestre I
1302;Guerrero;Hombres;4402.97;2010;Trimestre I
1303;Guerrero;Mujeres;3591.59;2010;Trimestre I
1304;Hidalgo;Hombres;5388.77;2010;Trimestre I
1305;Hidalgo;Mujeres;3994.17;2010;Trimestre I
1306;Jalisco;Hombres;7377.8;2010;Trimestre I
1307;Jalisco;Mujeres;5095.37;2010;Trimestre I
1308;México;Hombres;7108.08;2010;Trimestre I
1309;México;Mujeres;5132.01;2010;Trimestre I
1310;Michoacán de Ocampo;Hombres;6454.96;2010;Trimestre I
1311;Michoacán de Ocampo;Mujeres;4417.29;2010;Trimestre I
1312;Morelos;Hombres;5823.53;2010;Trimestre I
1313;Morelos;Mujeres;4119.27;2010;Trimestre I
1314;Nayarit;Hombres;6597.86;2010;Trimestre I
1315;Nayarit;Mujeres;4949.12;2010;Trimestre I
1316;Nuevo León;Hombres;9577.96;2010;Trimestre I
1317;Nuevo León;Mujeres;6899.81;2010;Trimestre I
1318;Oaxaca;Hombres;3913.27;2010;Trimestre I
1319;Oaxaca;Mujeres;3174.7;2010;Trimestre I
1320;Puebla;Hombres;5187.39;2010;Trimestre I
1321;Puebla;Mujeres;3605.26;2010;Trimestre I
1322;Querétaro;Hombres;7399.14;2010;Trimestre I
1323;Querétaro;Mujeres;5514.37;2010;Trimestre I
1324;Quintana Roo;Hombres;8944.58;2010;Trimestre I
1325;Quintana Roo;Mujeres;6361.8;2010;Trimestre I
1326;San Luis Potosí;Hombres;5696.66;2010;Trimestre I
1327;San Luis Potosí;Mujeres;4791.88;2010;Trimestre I
1328;Sinaloa;Hombres;7817.82;2010;Trimestre I
1329;Sinaloa;Mujeres;5893.79;2010;Trimestre I
1330;Sonora;Hombres;9390.18;2010;Trimestre I
1331;Sonora;Mujeres;6468.8;2010;Trimestre I
1332;Tabasco;Hombres;7410.24;2010;Trimestre I
1333;Tabasco;Mujeres;4942.89;2010;Trimestre I
1334;Tamaulipas;Hombres;8208.69;2010;Trimestre I
1335;Tamaulipas;Mujeres;5825.29;2010;Trimestre I
1336;Tlaxcala;Hombres;4862.88;2010;Trimestre I
1337;Tlaxcala;Mujeres;3929.94;2010;Trimestre I
1338;Veracruz de Ignacio de la Llave;Hombres;6188.23;2010;Trimestre I
1339;Veracruz de Ignacio de la Llave;Mujeres;4611.95;2010;Trimestre I
1340;Yucatán;Hombres;6095.49;2010;Trimestre I
1341;Yucatán;Mujeres;4031.43;2010;Trimestre I
1342;Zacatecas;Hombres;5284.62;2010;Trimestre I
1343;Zacatecas;Mujeres;3975.29;2010;Trimestre I
1344;Aguascalientes;Hombres;7234.95;2010;Trimestre II
1345;Aguascalientes;Mujeres;5210.72;2010;Trimestre II
1346;Baja California;Hombres;9517.96;2010;Trimestre II
1347;Baja California;Mujeres;6997.32;2010;Trimestre II
1348;Baja California Sur;Hombres;10711.61;2010;Trimestre II
1349;Baja California Sur;Mujeres;7598.46;2010;Trimestre II
1350;Campeche;Hombres;6762.89;2010;Trimestre II
1351;Campeche;Mujeres;5319.07;2010;Trimestre II
1352;Coahuila de Zaragoza;Hombres;7765.97;2010;Trimestre II
1353;Coahuila de Zaragoza;Mujeres;5652.76;2010;Trimestre II
1354;Colima;Hombres;8642.2;2010;Trimestre II
1355;Colima;Mujeres;5615.12;2010;Trimestre II
1356;Chiapas;Hombres;3540.87;2010;Trimestre II
1357;Chiapas;Mujeres;3748.5;2010;Trimestre II
1358;Chihuahua;Hombres;8375.28;2010;Trimestre II
1359;Chihuahua;Mujeres;6888.89;2010;Trimestre II
1360;Ciudad de México;Hombres;9372.73;2010;Trimestre II
1361;Ciudad de México;Mujeres;7067.71;2010;Trimestre II
1362;Durango;Hombres;6045.1;2010;Trimestre II
1363;Durango;Mujeres;4948.46;2010;Trimestre II
1364;Guanajuato;Hombres;5912.78;2010;Trimestre II
1365;Guanajuato;Mujeres;4438.96;2010;Trimestre II
1366;Guerrero;Hombres;3824.98;2010;Trimestre II
1367;Guerrero;Mujeres;3493.64;2010;Trimestre II
1368;Hidalgo;Hombres;5418.02;2010;Trimestre II
1369;Hidalgo;Mujeres;4038.14;2010;Trimestre II
1370;Jalisco;Hombres;7614.68;2010;Trimestre II
1371;Jalisco;Mujeres;5171.7;2010;Trimestre II
1372;México;Hombres;7121.15;2010;Trimestre II
1373;México;Mujeres;5236.96;2010;Trimestre II
1374;Michoacán de Ocampo;Hombres;6481.24;2010;Trimestre II
1375;Michoacán de Ocampo;Mujeres;4420.45;2010;Trimestre II
1376;Morelos;Hombres;6085.05;2010;Trimestre II
1377;Morelos;Mujeres;4305.21;2010;Trimestre II
1378;Nayarit;Hombres;6645.77;2010;Trimestre II
1379;Nayarit;Mujeres;5214.86;2010;Trimestre II
1380;Nuevo León;Hombres;9592.5;2010;Trimestre II
1381;Nuevo León;Mujeres;6873.5;2010;Trimestre II
1382;Oaxaca;Hombres;3796.62;2010;Trimestre II
1383;Oaxaca;Mujeres;3308.56;2010;Trimestre II
1384;Puebla;Hombres;5286.84;2010;Trimestre II
1385;Puebla;Mujeres;3676.8;2010;Trimestre II
1386;Querétaro;Hombres;7403.55;2010;Trimestre II
1387;Querétaro;Mujeres;5608.46;2010;Trimestre II
1388;Quintana Roo;Hombres;8626.1;2010;Trimestre II
1389;Quintana Roo;Mujeres;6842.29;2010;Trimestre II
1390;San Luis Potosí;Hombres;5667.69;2010;Trimestre II
1391;San Luis Potosí;Mujeres;4750.32;2010;Trimestre II
1392;Sinaloa;Hombres;7976.09;2010;Trimestre II
1393;Sinaloa;Mujeres;6036.51;2010;Trimestre II
1394;Sonora;Hombres;8372.44;2010;Trimestre II
1395;Sonora;Mujeres;6592.42;2010;Trimestre II
1396;Tabasco;Hombres;7174.71;2010;Trimestre II
1397;Tabasco;Mujeres;5030.74;2010;Trimestre II
1398;Tamaulipas;Hombres;7730.48;2010;Trimestre II
1399;Tamaulipas;Mujeres;5570.92;2010;Trimestre II
1400;Tlaxcala;Hombres;4858.11;2010;Trimestre II
1401;Tlaxcala;Mujeres;3856.54;2010;Trimestre II
1402;Veracruz de Ignacio de la Llave;Hombres;5784.76;2010;Trimestre II
1403;Veracruz de Ignacio de la Llave;Mujeres;4714.94;2010;Trimestre II
1404;Yucatán;Hombres;6063.23;2010;Trimestre II
1405;Yucatán;Mujeres;4248.79;2010;Trimestre II
1406;Zacatecas;Hombres;5184.26;2010;Trimestre II
1407;Zacatecas;Mujeres;4219.35;2010;Trimestre II
1408;Aguascalientes;Hombres;7095.2;2010;Trimestre III
1409;Aguascalientes;Mujeres;5492.63;2010;Trimestre III
1410;Baja California;Hombres;9487.39;2010;Trimestre III
1411;Baja California;Mujeres;7318.54;2010;Trimestre III
1412;Baja California Sur;Hombres;10457.08;2010;Trimestre III
1413;Baja California Sur;Mujeres;7039.92;2010;Trimestre III
1414;Campeche;Hombres;6966.94;2010;Trimestre III
1415;Campeche;Mujeres;5008.09;2010;Trimestre III
1416;Coahuila de Zaragoza;Hombres;7945.55;2010;Trimestre III
1417;Coahuila de Zaragoza;Mujeres;5979.19;2010;Trimestre III
1418;Colima;Hombres;8462.01;2010;Trimestre III
1419;Colima;Mujeres;5571.22;2010;Trimestre III
1420;Chiapas;Hombres;3703.65;2010;Trimestre III
1421;Chiapas;Mujeres;3769.68;2010;Trimestre III
1422;Chihuahua;Hombres;8245.53;2010;Trimestre III
1423;Chihuahua;Mujeres;7086.46;2010;Trimestre III
1424;Ciudad de México;Hombres;9134.97;2010;Trimestre III
1425;Ciudad de México;Mujeres;6978.24;2010;Trimestre III
1426;Durango;Hombres;5861.6;2010;Trimestre III
1427;Durango;Mujeres;5306.16;2010;Trimestre III
1428;Guanajuato;Hombres;6129.57;2010;Trimestre III
1429;Guanajuato;Mujeres;4498.84;2010;Trimestre III
1430;Guerrero;Hombres;3560.86;2010;Trimestre III
1431;Guerrero;Mujeres;3429.91;2010;Trimestre III
1432;Hidalgo;Hombres;5834.24;2010;Trimestre III
1433;Hidalgo;Mujeres;4377.0;2010;Trimestre III
1434;Jalisco;Hombres;7240.22;2010;Trimestre III
1435;Jalisco;Mujeres;5073.29;2010;Trimestre III
1436;México;Hombres;7074.21;2010;Trimestre III
1437;México;Mujeres;5363.43;2010;Trimestre III
1438;Michoacán de Ocampo;Hombres;6329.47;2010;Trimestre III
1439;Michoacán de Ocampo;Mujeres;4577.65;2010;Trimestre III
1440;Morelos;Hombres;5755.17;2010;Trimestre III
1441;Morelos;Mujeres;4292.25;2010;Trimestre III
1442;Nayarit;Hombres;6446.02;2010;Trimestre III
1443;Nayarit;Mujeres;5101.1;2010;Trimestre III
1444;Nuevo León;Hombres;9538.69;2010;Trimestre III
1445;Nuevo León;Mujeres;6889.08;2010;Trimestre III
1446;Oaxaca;Hombres;3670.95;2010;Trimestre III
1447;Oaxaca;Mujeres;3167.11;2010;Trimestre III
1448;Puebla;Hombres;5271.67;2010;Trimestre III
1449;Puebla;Mujeres;3791.0;2010;Trimestre III
1450;Querétaro;Hombres;7423.9;2010;Trimestre III
1451;Querétaro;Mujeres;5609.16;2010;Trimestre III
1452;Quintana Roo;Hombres;8419.66;2010;Trimestre III
1453;Quintana Roo;Mujeres;6500.19;2010;Trimestre III
1454;San Luis Potosí;Hombres;5698.64;2010;Trimestre III
1455;San Luis Potosí;Mujeres;5018.16;2010;Trimestre III
1456;Sinaloa;Hombres;7913.15;2010;Trimestre III
1457;Sinaloa;Mujeres;6262.98;2010;Trimestre III
1458;Sonora;Hombres;7971.04;2010;Trimestre III
1459;Sonora;Mujeres;6342.67;2010;Trimestre III
1460;Tabasco;Hombres;7146.14;2010;Trimestre III
1461;Tabasco;Mujeres;5067.19;2010;Trimestre III
1462;Tamaulipas;Hombres;7465.21;2010;Trimestre III
1463;Tamaulipas;Mujeres;5446.48;2010;Trimestre III
1464;Tlaxcala;Hombres;5212.78;2010;Trimestre III
1465;Tlaxcala;Mujeres;3760.43;2010;Trimestre III
1466;Veracruz de Ignacio de la Llave;Hombres;5955.59;2010;Trimestre III
1467;Veracruz de Ignacio de la Llave;Mujeres;4739.97;2010;Trimestre III
1468;Yucatán;Hombres;6228.98;2010;Trimestre III
1469;Yucatán;Mujeres;4370.45;2010;Trimestre III
1470;Zacatecas;Hombres;5254.42;2010;Trimestre III
1471;Zacatecas;Mujeres;4579.12;2010;Trimestre III
1472;Aguascalientes;Hombres;6986.94;2010;Trimestre IV
1473;Aguascalientes;Mujeres;5445.91;2010;Trimestre IV
1474;Baja California;Hombres;9134.23;2010;Trimestre IV
1475;Baja California;Mujeres;7686.96;2010;Trimestre IV
1476;Baja California Sur;Hombres;10104.63;2010;Trimestre IV
1477;Baja California Sur;Mujeres;7316.43;2010;Trimestre IV
1478;Campeche;Hombres;6522.87;2010;Trimestre IV
1479;Campeche;Mujeres;5131.46;2010;Trimestre IV
1480;Coahuila de Zaragoza;Hombres;7325.37;2010;Trimestre IV
1481;Coahuila de Zaragoza;Mujeres;5702.99;2010;Trimestre IV
1482;Colima;Hombres;8354.1;2010;Trimestre IV
1483;Colima;Mujeres;5509.82;2010;Trimestre IV
1484;Chiapas;Hombres;3589.53;2010;Trimestre IV
1485;Chiapas;Mujeres;3892.2;2010;Trimestre IV
1486;Chihuahua;Hombres;7668.51;2010;Trimestre IV
1487;Chihuahua;Mujeres;6190.34;2010;Trimestre IV
1488;Ciudad de México;Hombres;8653.81;2010;Trimestre IV
1489;Ciudad de México;Mujeres;6673.13;2010;Trimestre IV
1490;Durango;Hombres;6022.9;2010;Trimestre IV
1491;Durango;Mujeres;4817.04;2010;Trimestre IV
1492;Guanajuato;Hombres;6228.03;2010;Trimestre IV
1493;Guanajuato;Mujeres;4527.0;2010;Trimestre IV
1494;Guerrero;Hombres;3560.61;2010;Trimestre IV
1495;Guerrero;Mujeres;3260.33;2010;Trimestre IV
1496;Hidalgo;Hombres;5447.96;2010;Trimestre IV
1497;Hidalgo;Mujeres;4175.41;2010;Trimestre IV
1498;Jalisco;Hombres;7376.61;2010;Trimestre IV
1499;Jalisco;Mujeres;4976.31;2010;Trimestre IV
1500;México;Hombres;7001.99;2010;Trimestre IV
1501;México;Mujeres;5457.28;2010;Trimestre IV
1502;Michoacán de Ocampo;Hombres;6363.61;2010;Trimestre IV
1503;Michoacán de Ocampo;Mujeres;5187.61;2010;Trimestre IV
1504;Morelos;Hombres;5973.7;2010;Trimestre IV
1505;Morelos;Mujeres;4367.27;2010;Trimestre IV
1506;Nayarit;Hombres;6390.09;2010;Trimestre IV
1507;Nayarit;Mujeres;4918.21;2010;Trimestre IV
1508;Nuevo León;Hombres;9011.9;2010;Trimestre IV
1509;Nuevo León;Mujeres;6619.89;2010;Trimestre IV
1510;Oaxaca;Hombres;3796.41;2010;Trimestre IV
1511;Oaxaca;Mujeres;3521.35;2010;Trimestre IV
1512;Puebla;Hombres;5213.75;2010;Trimestre IV
1513;Puebla;Mujeres;3596.65;2010;Trimestre IV
1514;Querétaro;Hombres;7456.63;2010;Trimestre IV
1515;Querétaro;Mujeres;5814.75;2010;Trimestre IV
1516;Quintana Roo;Hombres;8322.77;2010;Trimestre IV
1517;Quintana Roo;Mujeres;6197.1;2010;Trimestre IV
1518;San Luis Potosí;Hombres;5369.44;2010;Trimestre IV
1519;San Luis Potosí;Mujeres;4623.61;2010;Trimestre IV
1520;Sinaloa;Hombres;7721.79;2010;Trimestre IV
1521;Sinaloa;Mujeres;5710.53;2010;Trimestre IV
1522;Sonora;Hombres;8367.14;2010;Trimestre IV
1523;Sonora;Mujeres;6289.49;2010;Trimestre IV
1524;Tabasco;Hombres;6863.57;2010;Trimestre IV
1525;Tabasco;Mujeres;5209.81;2010;Trimestre IV
1526;Tamaulipas;Hombres;7586.65;2010;Trimestre IV
1527;Tamaulipas;Mujeres;5452.44;2010;Trimestre IV
1528;Tlaxcala;Hombres;5001.65;2010;Trimestre IV
1529;Tlaxcala;Mujeres;3926.33;2010;Trimestre IV
1530;Veracruz de Ignacio de la Llave;Hombres;5878.67;2010;Trimestre IV
1531;Veracruz de Ignacio de la Llave;Mujeres;4868.45;2010;Trimestre IV
1532;Yucatán;Hombres;6430.62;2010;Trimestre IV
1533;Yucatán;Mujeres;4572.83;2010;Trimestre IV
1534;Zacatecas;Hombres;5328.28;2010;Trimestre IV
1535;Zacatecas;Mujeres;4166.88;2010;Trimestre IV
1536;Aguascalientes;Hombres;7323.36;2011;Trimestre I
1537;Aguascalientes;Mujeres;5442.8;2011;Trimestre I
1538;Baja California;Hombres;9639.33;2011;Trimestre I
1539;Baja California;Mujeres;7507.5;2011;Trimestre I
1540;Baja California Sur;Hombres;10425.55;2011;Trimestre I
1541;Baja California Sur;Mujeres;7152.0;2011;Trimestre I
1542;Campeche;Hombres;6844.63;2011;Trimestre I
1543;Campeche;Mujeres;5242.25;2011;Trimestre I
1544;Coahuila de Zaragoza;Hombres;7761.2;2011;Trimestre I
1545;Coahuila de Zaragoza;Mujeres;5896.21;2011;Trimestre I
1546;Colima;Hombres;8276.51;2011;Trimestre I
1547;Colima;Mujeres;5480.58;2011;Trimestre I
1548;Chiapas;Hombres;3834.58;2011;Trimestre I
1549;Chiapas;Mujeres;3852.11;2011;Trimestre I
1550;Chihuahua;Hombres;7644.88;2011;Trimestre I
1551;Chihuahua;Mujeres;6439.57;2011;Trimestre I
1552;Ciudad de México;Hombres;8861.38;2011;Trimestre I
1553;Ciudad de México;Mujeres;6562.22;2011;Trimestre I
1554;Durango;Hombres;6016.26;2011;Trimestre I
1555;Durango;Mujeres;4919.68;2011;Trimestre I
1556;Guanajuato;Hombres;6132.23;2011;Trimestre I
1557;Guanajuato;Mujeres;4509.65;2011;Trimestre I
1558;Guerrero;Hombres;4384.31;2011;Trimestre I
1559;Guerrero;Mujeres;3648.06;2011;Trimestre I
1560;Hidalgo;Hombres;5591.77;2011;Trimestre I
1561;Hidalgo;Mujeres;4161.81;2011;Trimestre I
1562;Jalisco;Hombres;7506.38;2011;Trimestre I
1563;Jalisco;Mujeres;5095.32;2011;Trimestre I
1564;México;Hombres;7196.97;2011;Trimestre I
1565;México;Mujeres;5561.07;2011;Trimestre I
1566;Michoacán de Ocampo;Hombres;6475.16;2011;Trimestre I
1567;Michoacán de Ocampo;Mujeres;4883.76;2011;Trimestre I
1568;Morelos;Hombres;5741.32;2011;Trimestre I
1569;Morelos;Mujeres;4280.89;2011;Trimestre I
1570;Nayarit;Hombres;6484.34;2011;Trimestre I
1571;Nayarit;Mujeres;5026.08;2011;Trimestre I
1572;Nuevo León;Hombres;8801.13;2011;Trimestre I
1573;Nuevo León;Mujeres;6736.63;2011;Trimestre I
1574;Oaxaca;Hombres;3969.74;2011;Trimestre I
1575;Oaxaca;Mujeres;3406.16;2011;Trimestre I
1576;Puebla;Hombres;5334.39;2011;Trimestre I
1577;Puebla;Mujeres;4173.39;2011;Trimestre I
1578;Querétaro;Hombres;7483.87;2011;Trimestre I
1579;Querétaro;Mujeres;5540.4;2011;Trimestre I
1580;Quintana Roo;Hombres;8473.71;2011;Trimestre I
1581;Quintana Roo;Mujeres;6706.07;2011;Trimestre I
1582;San Luis Potosí;Hombres;5303.59;2011;Trimestre I
1583;San Luis Potosí;Mujeres;4492.2;2011;Trimestre I
1584;Sinaloa;Hombres;8004.14;2011;Trimestre I
1585;Sinaloa;Mujeres;6032.38;2011;Trimestre I
1586;Sonora;Hombres;7992.76;2011;Trimestre I
1587;Sonora;Mujeres;5914.33;2011;Trimestre I
1588;Tabasco;Hombres;6950.96;2011;Trimestre I
1589;Tabasco;Mujeres;5096.22;2011;Trimestre I
1590;Tamaulipas;Hombres;7701.41;2011;Trimestre I
1591;Tamaulipas;Mujeres;5835.08;2011;Trimestre I
1592;Tlaxcala;Hombres;5078.07;2011;Trimestre I
1593;Tlaxcala;Mujeres;3993.11;2011;Trimestre I
1594;Veracruz de Ignacio de la Llave;Hombres;5844.15;2011;Trimestre I
1595;Veracruz de Ignacio de la Llave;Mujeres;5218.4;2011;Trimestre I
1596;Yucatán;Hombres;6247.44;2011;Trimestre I
1597;Yucatán;Mujeres;4396.21;2011;Trimestre I
1598;Zacatecas;Hombres;5791.64;2011;Trimestre I
1599;Zacatecas;Mujeres;4230.48;2011;Trimestre I
1600;Aguascalientes;Hombres;7132.48;2011;Trimestre II
1601;Aguascalientes;Mujeres;5559.18;2011;Trimestre II
1602;Baja California;Hombres;9321.12;2011;Trimestre II
1603;Baja California;Mujeres;7214.59;2011;Trimestre II
1604;Baja California Sur;Hombres;10397.03;2011;Trimestre II
1605;Baja California Sur;Mujeres;7783.19;2011;Trimestre II
1606;Campeche;Hombres;7283.19;2011;Trimestre II
1607;Campeche;Mujeres;5222.42;2011;Trimestre II
1608;Coahuila de Zaragoza;Hombres;7932.04;2011;Trimestre II
1609;Coahuila de Zaragoza;Mujeres;5571.39;2011;Trimestre II
1610;Colima;Hombres;8071.58;2011;Trimestre II
1611;Colima;Mujeres;5724.02;2011;Trimestre II
1612;Chiapas;Hombres;3858.75;2011;Trimestre II
1613;Chiapas;Mujeres;3725.64;2011;Trimestre II
1614;Chihuahua;Hombres;7548.11;2011;Trimestre II
1615;Chihuahua;Mujeres;6089.62;2011;Trimestre II
1616;Ciudad de México;Hombres;9335.08;2011;Trimestre II
1617;Ciudad de México;Mujeres;6921.76;2011;Trimestre II
1618;Durango;Hombres;6186.45;2011;Trimestre II
1619;Durango;Mujeres;4805.8;2011;Trimestre II
1620;Guanajuato;Hombres;6160.45;2011;Trimestre II
1621;Guanajuato;Mujeres;4648.96;2011;Trimestre II
1622;Guerrero;Hombres;3839.31;2011;Trimestre II
1623;Guerrero;Mujeres;3352.23;2011;Trimestre II
1624;Hidalgo;Hombres;5693.13;2011;Trimestre II
1625;Hidalgo;Mujeres;4323.77;2011;Trimestre II
1626;Jalisco;Hombres;7415.44;2011;Trimestre II
1627;Jalisco;Mujeres;5155.41;2011;Trimestre II
1628;México;Hombres;7324.33;2011;Trimestre II
1629;México;Mujeres;5671.6;2011;Trimestre II
1630;Michoacán de Ocampo;Hombres;6338.1;2011;Trimestre II
1631;Michoacán de Ocampo;Mujeres;4380.54;2011;Trimestre II
1632;Morelos;Hombres;6170.54;2011;Trimestre II
1633;Morelos;Mujeres;4239.92;2011;Trimestre II
1634;Nayarit;Hombres;6366.0;2011;Trimestre II
1635;Nayarit;Mujeres;5156.49;2011;Trimestre II
1636;Nuevo León;Hombres;9050.95;2011;Trimestre II
1637;Nuevo León;Mujeres;6569.88;2011;Trimestre II
1638;Oaxaca;Hombres;3880.13;2011;Trimestre II
1639;Oaxaca;Mujeres;3227.46;2011;Trimestre II
1640;Puebla;Hombres;5185.54;2011;Trimestre II
1641;Puebla;Mujeres;3875.39;2011;Trimestre II
1642;Querétaro;Hombres;7754.54;2011;Trimestre II
1643;Querétaro;Mujeres;5972.99;2011;Trimestre II
1644;Quintana Roo;Hombres;8343.95;2011;Trimestre II
1645;Quintana Roo;Mujeres;6691.41;2011;Trimestre II
1646;San Luis Potosí;Hombres;5664.85;2011;Trimestre II
1647;San Luis Potosí;Mujeres;4651.73;2011;Trimestre II
1648;Sinaloa;Hombres;8191.76;2011;Trimestre II
1649;Sinaloa;Mujeres;5922.63;2011;Trimestre II
1650;Sonora;Hombres;8484.05;2011;Trimestre II
1651;Sonora;Mujeres;6025.6;2011;Trimestre II
1652;Tabasco;Hombres;6534.26;2011;Trimestre II
1653;Tabasco;Mujeres;4982.85;2011;Trimestre II
1654;Tamaulipas;Hombres;6913.32;2011;Trimestre II
1655;Tamaulipas;Mujeres;5737.74;2011;Trimestre II
1656;Tlaxcala;Hombres;5508.63;2011;Trimestre II
1657;Tlaxcala;Mujeres;4090.06;2011;Trimestre II
1658;Veracruz de Ignacio de la Llave;Hombres;5563.86;2011;Trimestre II
1659;Veracruz de Ignacio de la Llave;Mujeres;4666.77;2011;Trimestre II
1660;Yucatán;Hombres;6008.49;2011;Trimestre II
1661;Yucatán;Mujeres;4476.57;2011;Trimestre II
1662;Zacatecas;Hombres;5176.26;2011;Trimestre II
1663;Zacatecas;Mujeres;4098.36;2011;Trimestre II
1664;Aguascalientes;Hombres;7158.75;2011;Trimestre III
1665;Aguascalientes;Mujeres;5652.57;2011;Trimestre III
1666;Baja California;Hombres;9111.82;2011;Trimestre III
1667;Baja California;Mujeres;7136.52;2011;Trimestre III
1668;Baja California Sur;Hombres;9859.14;2011;Trimestre III
1669;Baja California Sur;Mujeres;7872.32;2011;Trimestre III
1670;Campeche;Hombres;7053.23;2011;Trimestre III
1671;Campeche;Mujeres;5474.81;2011;Trimestre III
1672;Coahuila de Zaragoza;Hombres;8055.73;2011;Trimestre III
1673;Coahuila de Zaragoza;Mujeres;5659.27;2011;Trimestre III
1674;Colima;Hombres;7839.71;2011;Trimestre III
1675;Colima;Mujeres;5323.1;2011;Trimestre III
1676;Chiapas;Hombres;3700.41;2011;Trimestre III
1677;Chiapas;Mujeres;3824.12;2011;Trimestre III
1678;Chihuahua;Hombres;7251.19;2011;Trimestre III
1679;Chihuahua;Mujeres;6850.86;2011;Trimestre III
1680;Ciudad de México;Hombres;9378.09;2011;Trimestre III
1681;Ciudad de México;Mujeres;6899.28;2011;Trimestre III
1682;Durango;Hombres;6465.76;2011;Trimestre III
1683;Durango;Mujeres;5352.88;2011;Trimestre III
